target_id,condition,repetition,selected_record_run_id,terminal_reason,step_count,invalid_action_count,failure_category,failure_subcategory,first_irreversible_step,first_irreversible_action,ingredient,observed_operation,expected_next_operation
cookingworld:test:52306,H,2,p8-t0096-arm_2-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:53187,N,2,p8-t0021-arm_3-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook red apple in barbeque,red apple,grill,roast
cookingworld:test:52331,D,2,p8-t0391-arm_1-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook pork chop in oven,pork chop,roast,grill
cookingworld:test:53602,N,2,p8-t0621-arm_3-r02,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook orange bell pepper in barbeque,orange bell pepper,grill,roast
cookingworld:test:53940,D,2,p8-t0535-arm_1-r02,environment_done,15,0,operation_to_ingredient_error,wrong_operation_for_ingredient,15,cook block of cheese in barbeque,block of cheese,grill,fry
cookingworld:test:52676,H,2,p8-t0120-arm_2-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook red onion in barbeque,red onion,grill,roast
cookingworld:test:53192,N,2,p8-t0553-arm_3-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:52207,H,2,p8-t0588-arm_2-r02,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook red hot pepper in barbeque,red hot pepper,grill,fry
cookingworld:test:52314,N,2,p8-t0413-arm_3-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook chicken wing in barbeque,chicken wing,grill,fry
cookingworld:test:53595,N,2,p8-t0669-arm_3-r02,environment_done,5,0,operation_to_ingredient_error,wrong_operation_for_ingredient,5,cook red onion in stove,red onion,fry,grill
cookingworld:test:53752,N,2,p8-t0317-arm_3-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook yellow bell pepper in oven,yellow bell pepper,roast,grill
cookingworld:test:52594,H,2,p8-t0116-arm_2-r02,environment_done,19,0,operation_to_ingredient_error,operation_on_nonrequired_or_completed_ingredient,19,chop white onion,white onion,chop,
cookingworld:test:53035,D,2,p8-t0347-arm_1-r02,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook yellow bell pepper in oven,yellow bell pepper,roast,grill
cookingworld:test:53327,N,2,p8-t0257-arm_3-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:53186,N,2,p8-t0437-arm_3-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook orange bell pepper in barbeque,orange bell pepper,grill,roast
cookingworld:test:52431,R,2,p8-t0302-arm_4-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook pork chop in oven,pork chop,roast,grill
cookingworld:test:53404,R,2,p8-t0090-arm_4-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook red onion in barbeque,red onion,grill,roast
cookingworld:test:52802,R,2,p8-t0242-arm_4-r02,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:52487,N,2,p8-t0281-arm_3-r02,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook orange bell pepper in barbeque,orange bell pepper,grill,roast
cookingworld:test:53698,H,2,p8-t0312-arm_2-r02,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook red hot pepper in barbeque,red hot pepper,grill,fry
cookingworld:test:53001,D,2,p8-t0011-arm_1-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook chicken wing in barbeque,chicken wing,grill,fry
cookingworld:test:53123,H,2,p8-t0260-arm_2-r02,environment_done,6,0,operation_to_ingredient_error,wrong_operation_for_ingredient,6,cook orange bell pepper in barbeque,orange bell pepper,grill,roast
cookingworld:test:53584,D,2,p8-t0447-arm_1-r02,environment_done,16,0,operation_to_ingredient_error,wrong_operation_for_ingredient,16,cook red onion in barbeque,red onion,grill,roast
cookingworld:test:53631,N,2,p8-t0065-arm_3-r02,environment_done,4,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,4,eat red apple,red apple,,
cookingworld:test:52436,N,2,p8-t0397-arm_3-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:52403,N,2,p8-t0393-arm_3-r02,environment_done,12,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,12,eat yellow bell pepper,yellow bell pepper,,
cookingworld:test:52000,N,2,p8-t0093-arm_3-r02,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook red potato in stove,red potato,fry,grill
cookingworld:test:52826,N,2,p8-t0125-arm_3-r02,environment_done,12,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,12,eat cilantro,cilantro,,
cookingworld:test:53617,D,2,p8-t0647-arm_1-r02,environment_done,15,0,operation_to_ingredient_error,wrong_operation_for_ingredient,15,cook red hot pepper in barbeque,red hot pepper,grill,fry
cookingworld:test:53210,H,2,p8-t0268-arm_2-r02,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook red onion in barbeque,red onion,grill,roast
cookingworld:test:52639,N,2,p8-t0089-arm_3-r02,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:53208,D,2,p8-t0215-arm_1-r02,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook block of cheese in barbeque,block of cheese,grill,fry
cookingworld:test:53194,N,2,p8-t0381-arm_3-r02,environment_done,4,0,operation_to_ingredient_error,wrong_operation_for_ingredient,4,cook red apple in stove,red apple,fry,grill
cookingworld:test:52894,D,2,p8-t0199-arm_1-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook banana in barbeque,banana,grill,fry
cookingworld:test:53063,N,2,p8-t0585-arm_3-r02,environment_done,9,0,operation_to_ingredient_error,operation_on_nonrequired_or_completed_ingredient,9,cook yellow bell pepper in barbeque,yellow bell pepper,grill,
cookingworld:test:53448,N,2,p8-t0181-arm_3-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:53132,R,2,p8-t0506-arm_4-r02,environment_done,15,0,operation_to_ingredient_error,wrong_operation_for_ingredient,15,cook yellow potato in barbeque,yellow potato,grill,roast
cookingworld:test:53440,D,2,p8-t0143-arm_1-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:53329,H,2,p8-t0296-arm_2-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:53248,N,2,p8-t0445-arm_3-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:52602,R,2,p8-t0274-arm_4-r02,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook yellow potato in barbeque,yellow potato,grill,roast
cookingworld:test:53326,D,2,p8-t0595-arm_1-r02,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook yellow potato in barbeque,yellow potato,grill,fry
cookingworld:test:52195,D,2,p8-t0095-arm_1-r02,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook orange bell pepper in barbeque,orange bell pepper,grill,roast
cookingworld:test:52728,H,2,p8-t0484-arm_2-r02,environment_done,3,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,3,eat red apple,red apple,,
cookingworld:test:52064,R,2,p8-t0502-arm_4-r02,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook red onion in barbeque,red onion,grill,roast
cookingworld:test:53667,N,2,p8-t0661-arm_3-r02,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:53665,R,2,p8-t0402-arm_4-r02,environment_done,18,0,operation_to_ingredient_error,operation_on_nonrequired_or_completed_ingredient,18,chop red hot pepper,red hot pepper,chop,
cookingworld:test:52080,H,2,p8-t0584-arm_2-r02,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook carrot in barbeque,carrot,grill,fry
cookingworld:test:53836,N,2,p8-t0577-arm_3-r02,environment_done,12,0,operation_to_ingredient_error,operation_on_nonrequired_or_completed_ingredient,12,chop red hot pepper,red hot pepper,chop,
cookingworld:test:52424,H,2,p8-t0412-arm_2-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:53634,N,2,p8-t0129-arm_3-r02,environment_done,12,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,12,eat orange bell pepper,orange bell pepper,,
cookingworld:test:52615,N,2,p8-t0373-arm_3-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook red apple in barbeque,red apple,grill,roast
cookingworld:test:52493,D,2,p8-t0235-arm_1-r02,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook purple potato in barbeque,purple potato,grill,roast
cookingworld:test:52246,D,2,p8-t0579-arm_1-r02,environment_done,19,0,operation_to_ingredient_error,wrong_operation_for_ingredient,19,cook yellow potato in barbeque,yellow potato,grill,fry
cookingworld:test:52601,D,2,p8-t0079-arm_1-r02,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook red potato in oven,red potato,roast,grill
cookingworld:test:52773,N,2,p8-t0377-arm_3-r02,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook red onion in barbeque,red onion,grill,roast
cookingworld:test:52210,D,2,p8-t0263-arm_1-r02,environment_done,16,0,operation_to_ingredient_error,wrong_operation_for_ingredient,16,cook orange bell pepper in barbeque,orange bell pepper,grill,fry
cookingworld:test:52380,H,2,p8-t0360-arm_2-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook orange bell pepper in stove,orange bell pepper,fry,grill
cookingworld:test:52054,N,2,p8-t0201-arm_3-r02,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook block of cheese in barbeque,block of cheese,grill,fry
cookingworld:test:53540,R,2,p8-t0278-arm_4-r02,environment_done,8,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,8,eat banana,banana,,
cookingworld:test:52353,N,2,p8-t0017-arm_3-r02,environment_done,3,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,3,eat red apple,red apple,,
cookingworld:test:52806,R,2,p8-t0030-arm_4-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook pork chop in oven,pork chop,roast,grill
cookingworld:test:53592,D,2,p8-t0211-arm_1-r02,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook orange bell pepper in barbeque,orange bell pepper,grill,fry
cookingworld:test:53648,H,2,p8-t0496-arm_2-r02,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook chicken leg in barbeque,chicken leg,grill,roast
cookingworld:test:53770,H,2,p8-t0352-arm_2-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook orange bell pepper in barbeque,orange bell pepper,grill,fry
cookingworld:test:53865,R,2,p8-t0626-arm_4-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook yellow bell pepper in stove,yellow bell pepper,fry,grill
cookingworld:test:52312,R,2,p8-t0298-arm_4-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:53856,R,2,p8-t0314-arm_4-r02,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook red apple in barbeque,red apple,grill,fry
cookingworld:test:53501,D,2,p8-t0651-arm_1-r02,environment_done,15,0,operation_to_ingredient_error,wrong_operation_for_ingredient,15,cook red apple in barbeque,red apple,grill,roast
cookingworld:test:53845,H,2,p8-t0456-arm_2-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:53562,N,2,p8-t0157-arm_3-r02,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook red onion in stove,red onion,fry,grill
cookingworld:test:53189,N,2,p8-t0581-arm_3-r02,environment_done,10,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,10,eat red onion,red onion,,
cookingworld:test:52093,D,2,p8-t0411-arm_1-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook red apple in barbeque,red apple,grill,fry
cookingworld:test:53018,H,2,p8-t0308-arm_2-r02,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:53675,N,2,p8-t0417-arm_3-r02,environment_done,5,0,operation_to_ingredient_error,wrong_operation_for_ingredient,5,cook purple potato in stove,purple potato,fry,grill
cookingworld:test:53315,H,2,p8-t0328-arm_2-r02,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook chicken leg in barbeque,chicken leg,grill,roast
cookingworld:test:53577,N,2,p8-t0461-arm_3-r02,environment_done,5,0,operation_to_ingredient_error,wrong_operation_for_ingredient,5,cook red hot pepper in oven,red hot pepper,roast,grill
cookingworld:test:53099,N,2,p8-t0505-arm_3-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook banana in barbeque,banana,grill,fry
cookingworld:test:53384,D,2,p8-t0603-arm_1-r02,environment_done,16,0,operation_to_ingredient_error,wrong_operation_for_ingredient,16,cook orange bell pepper in barbeque,orange bell pepper,grill,fry
cookingworld:test:53800,D,2,p8-t0063-arm_1-r02,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook white onion in barbeque,white onion,grill,fry
cookingworld:test:52488,N,2,p8-t0333-arm_3-r02,environment_done,15,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,15,eat orange bell pepper,orange bell pepper,,
cookingworld:test:52587,N,2,p8-t0465-arm_3-r02,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook white onion in stove,white onion,fry,grill
cookingworld:test:53037,N,2,p8-t0369-arm_3-r02,environment_done,13,1,operation_to_ingredient_error,wrong_operation_for_ingredient,13,slice cilantro,cilantro,slice,chop
cookingworld:test:53695,R,2,p8-t0422-arm_4-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook red apple in oven,red apple,roast,grill
cookingworld:test:53825,N,2,p8-t0457-arm_3-r02,environment_done,15,0,operation_to_ingredient_error,wrong_operation_for_ingredient,15,cook orange bell pepper in barbeque,orange bell pepper,grill,roast
cookingworld:test:52181,N,2,p8-t0361-arm_3-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook yellow bell pepper in stove,yellow bell pepper,fry,grill
cookingworld:test:53458,N,2,p8-t0189-arm_3-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook carrot in stove,carrot,fry,grill
cookingworld:test:53708,N,2,p8-t0185-arm_3-r02,environment_done,13,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,13,eat orange bell pepper,orange bell pepper,,
cookingworld:test:52707,D,2,p8-t0547-arm_1-r02,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook yellow potato in barbeque,yellow potato,grill,roast
cookingworld:test:53895,R,2,p8-t0266-arm_4-r02,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook red hot pepper in barbeque,red hot pepper,grill,fry
cookingworld:test:52325,N,2,p8-t0421-arm_3-r02,environment_done,13,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,13,eat block of cheese,block of cheese,,
cookingworld:test:53454,D,2,p8-t0383-arm_1-r02,environment_done,16,0,operation_to_ingredient_error,wrong_operation_for_ingredient,16,cook purple potato in barbeque,purple potato,grill,roast
cookingworld:test:52905,N,2,p8-t0133-arm_3-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook yellow bell pepper in stove,yellow bell pepper,fry,grill
cookingworld:test:53818,N,2,p8-t0045-arm_3-r02,environment_done,17,0,operation_to_ingredient_error,operation_on_nonrequired_or_completed_ingredient,17,cook red onion in barbeque,red onion,grill,
cookingworld:test:52965,D,2,p8-t0039-arm_1-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook carrot in oven,carrot,roast,grill
cookingworld:test:52815,D,2,p8-t0091-arm_1-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:53796,N,2,p8-t0193-arm_3-r02,environment_done,9,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,9,eat block of cheese,block of cheese,,
cookingworld:test:53102,R,2,p8-t0058-arm_4-r02,environment_done,18,0,operation_to_ingredient_error,wrong_operation_for_ingredient,18,cook purple potato in barbeque,purple potato,grill,roast
cookingworld:test:53937,N,2,p8-t0153-arm_3-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook pork chop in oven,pork chop,roast,grill
cookingworld:test:53319,R,2,p8-t0178-arm_4-r02,environment_done,5,0,operation_to_ingredient_error,wrong_operation_for_ingredient,5,cook red hot pepper in oven,red hot pepper,roast,grill
cookingworld:test:52335,R,2,p8-t0446-arm_4-r02,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook orange bell pepper in barbeque,orange bell pepper,grill,fry
cookingworld:test:52839,D,2,p8-t0047-arm_1-r02,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook purple potato in barbeque,purple potato,grill,roast
cookingworld:test:53931,D,2,p8-t0023-arm_1-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook banana in barbeque,banana,grill,fry
cookingworld:test:52430,N,2,p8-t0197-arm_3-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook yellow potato in barbeque,yellow potato,grill,fry
cookingworld:test:52258,D,2,p8-t0455-arm_1-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook purple potato in barbeque,purple potato,grill,roast
cookingworld:test:53312,R,2,p8-t0230-arm_4-r02,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook red hot pepper in barbeque,red hot pepper,grill,fry
cookingworld:test:53005,D,2,p8-t0015-arm_1-r02,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook chicken leg in barbeque,chicken leg,grill,roast
cookingworld:test:52890,R,2,p8-t0350-arm_4-r02,environment_done,15,0,operation_to_ingredient_error,wrong_operation_for_ingredient,15,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:53555,R,2,p8-t0026-arm_4-r02,environment_done,15,0,operation_to_ingredient_error,wrong_operation_for_ingredient,15,cook purple potato in barbeque,purple potato,grill,roast
cookingworld:test:52584,N,2,p8-t0593-arm_3-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook chicken leg in barbeque,chicken leg,grill,roast
cookingworld:test:53179,H,2,p8-t0636-arm_2-r02,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook yellow potato in barbeque,yellow potato,grill,fry
cookingworld:test:52003,D,2,p8-t0239-arm_1-r02,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook chicken wing in barbeque,chicken wing,grill,fry
cookingworld:test:52958,R,2,p8-t0426-arm_4-r02,environment_done,23,0,operation_to_ingredient_error,operation_on_nonrequired_or_completed_ingredient,23,slice banana,banana,slice,
cookingworld:test:52450,N,2,p8-t0501-arm_3-r02,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook carrot in barbeque,carrot,grill,fry
cookingworld:test:52738,D,2,p8-t0323-arm_1-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook carrot in barbeque,carrot,grill,fry
cookingworld:test:53728,H,2,p8-t0128-arm_2-r02,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook banana in barbeque,banana,grill,fry
cookingworld:test:52556,N,2,p8-t0037-arm_3-r02,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook white onion in barbeque,white onion,grill,fry
cookingworld:test:53447,N,2,p8-t0049-arm_3-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook white onion in stove,white onion,fry,grill
cookingworld:test:53851,H,2,p8-t0092-arm_2-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook red onion in barbeque,red onion,grill,roast
cookingworld:test:52848,N,2,p8-t0213-arm_3-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook red apple in barbeque,red apple,grill,fry
cookingworld:test:53351,N,2,p8-t0565-arm_3-r02,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook yellow bell pepper in stove,yellow bell pepper,fry,grill
cookingworld:test:53079,N,2,p8-t0489-arm_3-r02,environment_done,6,0,operation_to_ingredient_error,wrong_operation_for_ingredient,6,cook red onion in stove,red onion,fry,grill
cookingworld:test:53293,R,2,p8-t0646-arm_4-r02,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook purple potato in barbeque,purple potato,grill,roast
cookingworld:test:53789,N,2,p8-t0469-arm_3-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook carrot in stove,carrot,fry,grill
cookingworld:test:53579,H,2,p8-t0140-arm_2-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook chicken leg in barbeque,chicken leg,grill,roast
cookingworld:test:52613,H,2,p8-t0004-arm_2-r02,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook red hot pepper in barbeque,red hot pepper,grill,fry
cookingworld:test:52893,N,2,p8-t0221-arm_3-r02,environment_done,4,0,operation_to_ingredient_error,wrong_operation_for_ingredient,4,cook red apple in stove,red apple,fry,grill
cookingworld:test:53490,N,2,p8-t0657-arm_3-r02--p8rec001,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook white onion in stove,white onion,fry,grill
cookingworld:test:53683,N,2,p8-t0029-arm_3-r02--p8rec001,environment_done,3,0,operation_to_ingredient_error,wrong_operation_for_ingredient,3,cook red potato in stove,red potato,fry,grill
cookingworld:test:53685,N,2,p8-t0521-arm_3-r02--p8rec001,environment_done,15,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,15,eat yellow bell pepper,yellow bell pepper,,
cookingworld:test:53970,N,2,p8-t0649-arm_3-r02--p8rec001,environment_done,9,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,9,eat parsley,parsley,,
cookingworld:test:53519,N,2,p8-t0349-arm_3-r02--p8rec001,environment_done,8,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,8,eat orange bell pepper,orange bell pepper,,
cookingworld:test:52389,R,2,p8-t0254-arm_4-r02--p8rec001,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook orange bell pepper in barbeque,orange bell pepper,grill,fry
cookingworld:test:52902,N,2,p8-t0101-arm_3-r02--p8rec001,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:53456,N,2,p8-t0384-arm_3-r02--p8rec001,environment_done,15,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,15,eat red apple,red apple,,
cookingworld:test:52385,N,2,p8-t0372-arm_3-r02--p8rec001,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:52424,N,2,p8-t0412-arm_3-r02--p8rec001,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:53675,R,2,p8-t0417-arm_4-r02--p8rec001,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook purple potato in stove,purple potato,fry,grill
cookingworld:test:53089,D,2,p8-t0354-arm_1-r02--p8rec001,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook chicken leg in barbeque,chicken leg,grill,roast
cookingworld:test:52223,N,2,p8-t0256-arm_3-r02--p8rec001,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook banana in barbeque,banana,grill,fry
cookingworld:test:52839,H,2,p8-t0047-arm_2-r02--p8rec001,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook purple potato in barbeque,purple potato,grill,roast
cookingworld:test:53209,D,2,p8-t0114-arm_1-r02--p8rec001,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook orange bell pepper in oven,orange bell pepper,roast,grill
cookingworld:test:53351,R,2,p8-t0565-arm_4-r02--p8rec001,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook yellow bell pepper in stove,yellow bell pepper,fry,chop
cookingworld:test:53008,N,2,p8-t0520-arm_3-r02--p8rec001,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook white onion in stove,white onion,fry,grill
cookingworld:test:52890,D,2,p8-t0350-arm_1-r02--p8rec001,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:52831,R,2,p8-t0433-arm_4-r02--p8rec001,environment_done,11,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,11,eat red apple,red apple,,
cookingworld:test:52745,N,2,p8-t0368-arm_3-r02--p8rec001,environment_done,6,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,6,eat block of cheese,block of cheese,,
cookingworld:test:52267,N,2,p8-t0208-arm_3-r02,environment_done,9,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,9,eat orange bell pepper,orange bell pepper,,
cookingworld:test:52052,H,2,p8-t0343-arm_2-r02,environment_done,15,0,operation_to_ingredient_error,wrong_operation_for_ingredient,15,cook red onion in barbeque,red onion,grill,roast
cookingworld:test:53329,N,2,p8-t0296-arm_3-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:53851,N,2,p8-t0092-arm_3-r02,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook red onion in barbeque,red onion,grill,roast
cookingworld:test:52695,N,2,p8-t0544-arm_3-r02,environment_done,12,0,operation_to_ingredient_error,operation_on_nonrequired_or_completed_ingredient,12,cook carrot in barbeque,carrot,grill,
cookingworld:test:52571,D,2,p8-t0542-arm_1-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook pork chop in oven,pork chop,roast,grill
