target_id,condition,repetition,record_run_id,terminal_reason,step_count,invalid_action_count,failure_category,failure_subcategory,first_irreversible_step,first_irreversible_action,ingredient,observed_operation,expected_next_operation
cookingworld:test:52601,P,2,sup-t0079-arm_1-r02,environment_done,3,0,operation_to_ingredient_error,wrong_operation_for_ingredient,3,cook red potato in oven,red potato,roast,grill
cookingworld:test:54119,N2,1,sup-t0795-arm_3-r01,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook banana in barbeque,banana,grill,fry
cookingworld:test:53856,N2,1,sup-t0314-arm_3-r01,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook red apple in barbeque,red apple,grill,fry
cookingworld:test:53487,R2,2,sup-t0036-arm_2-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook pork chop in oven,pork chop,roast,grill
cookingworld:test:53841,P,1,sup-t0162-arm_1-r01,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook white onion in oven,white onion,roast,grill
cookingworld:test:52563,P,2,sup-t0222-arm_1-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:52928,R2,1,sup-t0375-arm_2-r01,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:52145,R2,2,sup-t0227-arm_2-r02,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook yellow potato in barbeque,yellow potato,grill,roast
cookingworld:test:52267,N2,2,sup-t0208-arm_3-r02,environment_done,9,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,9,eat orange bell pepper,orange bell pepper,,
cookingworld:test:53995,N2,1,sup-t0160-arm_3-r01,environment_done,5,0,operation_to_ingredient_error,wrong_operation_for_ingredient,5,cook red potato in oven,red potato,roast,grill
cookingworld:test:53585,N2,2,sup-t0139-arm_3-r02,environment_done,6,0,operation_to_ingredient_error,wrong_operation_for_ingredient,6,cook red onion in oven,red onion,roast,grill
cookingworld:test:52640,P,1,sup-t0307-arm_1-r01,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:54004,R2,2,sup-t0680-arm_2-r02,environment_done,20,0,operation_to_ingredient_error,wrong_operation_for_ingredient,20,cook red hot pepper in barbeque,red hot pepper,grill,fry
cookingworld:test:53315,N2,2,sup-t0328-arm_3-r02,environment_done,15,0,operation_to_ingredient_error,wrong_operation_for_ingredient,15,cook chicken leg in barbeque,chicken leg,grill,roast
cookingworld:test:52004,R2,1,sup-t0642-arm_2-r01,environment_done,17,0,operation_to_ingredient_error,wrong_operation_for_ingredient,17,cook orange bell pepper in barbeque,orange bell pepper,grill,roast
cookingworld:test:53519,N2,1,sup-t0349-arm_3-r01,environment_done,8,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,8,eat orange bell pepper,orange bell pepper,,
cookingworld:test:53476,N2,1,sup-t0046-arm_3-r01,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook purple potato in stove,purple potato,fry,grill
cookingworld:test:53753,R2,2,sup-t0515-arm_2-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook carrot in stove,carrot,fry,grill
cookingworld:test:53522,P,2,sup-t0340-arm_1-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook white onion in stove,white onion,fry,grill
cookingworld:test:52470,N2,1,sup-t0164-arm_3-r01,environment_done,11,0,operation_to_ingredient_error,operation_on_nonrequired_or_completed_ingredient,11,cook carrot in barbeque,carrot,grill,
cookingworld:test:52264,P,1,sup-t0387-arm_1-r01,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook carrot in stove,carrot,fry,grill
cookingworld:test:53260,P,2,sup-t0545-arm_1-r02,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook yellow potato in barbeque,yellow potato,grill,roast
cookingworld:test:54029,P,1,sup-t0705-arm_1-r01,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook carrot in stove,carrot,fry,grill
cookingworld:test:53308,P,1,sup-t0353-arm_1-r01,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook red onion in oven,red onion,roast,grill
cookingworld:test:52563,R2,1,sup-t0222-arm_2-r01,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:54112,R2,2,sup-t0788-arm_2-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook pork chop in oven,pork chop,roast,grill
cookingworld:test:53734,N2,2,sup-t0171-arm_3-r02,environment_done,15,0,operation_to_ingredient_error,wrong_operation_for_ingredient,15,cook carrot in barbeque,carrot,grill,fry
cookingworld:test:52728,N2,1,sup-t0484-arm_3-r01,environment_done,3,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,3,eat red apple,red apple,,
cookingworld:test:52285,N2,2,sup-t0270-arm_3-r02,environment_done,5,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,5,eat red hot pepper,red hot pepper,,
cookingworld:test:52556,P,1,sup-t0037-arm_1-r01,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook white onion in barbeque,white onion,grill,fry
cookingworld:test:53602,N2,1,sup-t0621-arm_3-r01,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook orange bell pepper in barbeque,orange bell pepper,grill,roast
cookingworld:test:54121,N2,1,sup-t0797-arm_3-r01,environment_done,13,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,13,eat orange bell pepper,orange bell pepper,,
cookingworld:test:54028,N2,2,sup-t0704-arm_3-r02,environment_done,17,0,operation_to_ingredient_error,wrong_operation_for_ingredient,17,cook orange bell pepper in barbeque,orange bell pepper,grill,roast
cookingworld:test:53995,N2,2,sup-t0160-arm_3-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook red potato in stove,red potato,fry,grill
cookingworld:test:52064,R2,1,sup-t0502-arm_2-r01,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook red onion in barbeque,red onion,grill,roast
cookingworld:test:53096,N2,2,sup-t0605-arm_3-r02,environment_done,14,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,14,eat yellow bell pepper,yellow bell pepper,,
cookingworld:test:52276,N2,2,sup-t0168-arm_3-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook orange bell pepper in stove,orange bell pepper,fry,grill
cookingworld:test:53835,P,2,sup-t0131-arm_1-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook white onion in stove,white onion,fry,grill
cookingworld:test:53257,P,1,sup-t0286-arm_1-r01,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook banana in barbeque,banana,grill,fry
cookingworld:test:52707,P,1,sup-t0547-arm_1-r01,environment_done,20,0,operation_to_ingredient_error,wrong_operation_for_ingredient,20,cook yellow potato in barbeque,yellow potato,grill,roast
cookingworld:test:53111,P,1,sup-t0320-arm_1-r01,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook white onion in stove,white onion,fry,grill
cookingworld:test:53825,N2,2,sup-t0457-arm_3-r02,environment_done,16,0,operation_to_ingredient_error,wrong_operation_for_ingredient,16,cook orange bell pepper in barbeque,orange bell pepper,grill,roast
cookingworld:test:53440,R2,1,sup-t0143-arm_2-r01,environment_done,15,0,operation_to_ingredient_error,wrong_operation_for_ingredient,15,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:52806,P,1,sup-t0030-arm_1-r01,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook pork chop in oven,pork chop,roast,grill
cookingworld:test:52041,P,2,sup-t0073-arm_1-r02,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:53094,N2,2,sup-t0083-arm_3-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook yellow potato in barbeque,yellow potato,grill,fry
cookingworld:test:53248,N2,2,sup-t0445-arm_3-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:52639,N2,1,sup-t0089-arm_3-r01,environment_done,10,1,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:52339,R2,2,sup-t0324-arm_2-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook white onion in barbeque,white onion,grill,fry
cookingworld:test:53835,N2,1,sup-t0131-arm_3-r01,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook white onion in stove,white onion,fry,grill
cookingworld:test:53394,N2,1,sup-t0566-arm_3-r01,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:52331,N2,1,sup-t0391-arm_3-r01,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:54011,N2,2,sup-t0687-arm_3-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook pork chop in oven,pork chop,roast,grill
cookingworld:test:54085,P,2,sup-t0761-arm_1-r02,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook red onion in barbeque,red onion,grill,roast
cookingworld:test:52079,N2,1,sup-t0523-arm_3-r01,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook yellow potato in barbeque,yellow potato,grill,fry
cookingworld:test:53790,P,1,sup-t0190-arm_1-r01,environment_done,20,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,20,eat yellow bell pepper,yellow bell pepper,,
cookingworld:test:52883,N2,1,sup-t0563-arm_3-r01,environment_done,11,0,operation_to_ingredient_error,operation_on_nonrequired_or_completed_ingredient,11,cook red hot pepper in barbeque,red hot pepper,grill,
cookingworld:test:52695,N2,2,sup-t0544-arm_3-r02,environment_done,12,0,operation_to_ingredient_error,operation_on_nonrequired_or_completed_ingredient,12,cook carrot in barbeque,carrot,grill,
cookingworld:test:53312,N2,1,sup-t0230-arm_3-r01,environment_done,16,1,operation_to_ingredient_error,wrong_operation_for_ingredient,16,chop red hot pepper,red hot pepper,chop,dice
cookingworld:test:53079,N2,1,sup-t0489-arm_3-r01,environment_done,6,0,operation_to_ingredient_error,wrong_operation_for_ingredient,6,cook red onion in stove,red onion,fry,grill
cookingworld:test:53789,N2,2,sup-t0469-arm_3-r02,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook carrot in stove,carrot,fry,grill
cookingworld:test:52682,P,1,sup-t0191-arm_1-r01,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook chicken leg in barbeque,chicken leg,grill,roast
cookingworld:test:53544,N2,2,sup-t0252-arm_3-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:54010,N2,1,sup-t0686-arm_3-r01,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook orange bell pepper in oven,orange bell pepper,roast,grill
cookingworld:test:52207,R2,1,sup-t0588-arm_2-r01,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook red hot pepper in barbeque,red hot pepper,grill,fry
cookingworld:test:52195,N2,1,sup-t0095-arm_3-r01,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook orange bell pepper in barbeque,orange bell pepper,grill,roast
cookingworld:test:53099,P,2,sup-t0505-arm_1-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook banana in barbeque,banana,grill,fry
cookingworld:test:53365,N2,2,sup-t0279-arm_3-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:52738,N2,1,sup-t0323-arm_3-r01,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook carrot in barbeque,carrot,grill,fry
cookingworld:test:53067,N2,2,sup-t0346-arm_3-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook red potato in oven,red potato,roast,grill
cookingworld:test:54031,R2,2,sup-t0707-arm_2-r02,environment_done,29,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,29,eat carrot,carrot,,
cookingworld:test:53585,R2,1,sup-t0139-arm_2-r01,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook red onion in oven,red onion,roast,grill
cookingworld:test:53447,N2,1,sup-t0049-arm_3-r01,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook white onion in stove,white onion,fry,grill
cookingworld:test:54091,N2,2,sup-t0767-arm_3-r02,environment_done,18,1,operation_to_ingredient_error,wrong_operation_for_ingredient,18,dice red onion,red onion,dice,chop
cookingworld:test:53778,N2,2,sup-t0236-arm_3-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook red hot pepper in oven,red hot pepper,roast,grill
cookingworld:test:53248,P,1,sup-t0445-arm_1-r01,environment_done,16,0,operation_to_ingredient_error,wrong_operation_for_ingredient,16,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:54060,R2,2,sup-t0736-arm_2-r02,environment_done,16,0,operation_to_ingredient_error,wrong_operation_for_ingredient,16,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:53194,N2,2,sup-t0381-arm_3-r02,environment_done,4,0,operation_to_ingredient_error,wrong_operation_for_ingredient,4,cook red apple in stove,red apple,fry,grill
cookingworld:test:52853,N2,2,sup-t0158-arm_3-r02,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook purple potato in stove,purple potato,fry,grill
cookingworld:test:53186,N2,2,sup-t0437-arm_3-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook orange bell pepper in barbeque,orange bell pepper,grill,roast
cookingworld:test:53163,N2,1,sup-t0187-arm_3-r01,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook red potato in stove,red potato,fry,grill
cookingworld:test:53865,N2,1,sup-t0626-arm_3-r01,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook yellow bell pepper in stove,yellow bell pepper,fry,grill
cookingworld:test:53187,N2,2,sup-t0021-arm_3-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook red apple in barbeque,red apple,grill,roast
cookingworld:test:54091,P,1,sup-t0767-arm_1-r01,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook block of cheese in barbeque,block of cheese,grill,fry
cookingworld:test:53695,N2,2,sup-t0422-arm_3-r02,environment_done,5,0,operation_to_ingredient_error,wrong_operation_for_ingredient,5,cook red apple in stove,red apple,fry,grill
cookingworld:test:53078,P,2,sup-t0336-arm_1-r02,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:53498,N2,2,sup-t0226-arm_3-r02,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook red onion in stove,red onion,fry,grill
cookingworld:test:53035,N2,2,sup-t0347-arm_3-r02,environment_done,6,0,operation_to_ingredient_error,wrong_operation_for_ingredient,6,cook red apple in stove,red apple,fry,grill
cookingworld:test:52802,N2,1,sup-t0242-arm_3-r01,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:53789,R2,2,sup-t0469-arm_2-r02,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook carrot in oven,carrot,roast,grill
cookingworld:test:53758,P,1,sup-t0182-arm_1-r01,max_steps,50,0,navigation_or_step_limit_failure,step_limit_without_irreversible_recipe_error,,,,,
cookingworld:test:54024,N2,2,sup-t0700-arm_3-r02,environment_done,9,0,operation_to_ingredient_error,operation_on_nonrequired_or_completed_ingredient,9,cook yellow bell pepper in barbeque,yellow bell pepper,grill,
cookingworld:test:54009,P,1,sup-t0685-arm_1-r01,environment_done,15,0,operation_to_ingredient_error,wrong_operation_for_ingredient,15,cook yellow potato in barbeque,yellow potato,grill,roast
cookingworld:test:52794,N2,1,sup-t0432-arm_3-r01,environment_done,16,1,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,16,eat yellow bell pepper,yellow bell pepper,,
cookingworld:test:53967,N2,2,sup-t0283-arm_3-r02,max_steps,50,1,navigation_or_step_limit_failure,step_limit_without_irreversible_recipe_error,,,,,
cookingworld:test:53728,R2,2,sup-t0128-arm_2-r02,environment_done,24,0,operation_to_ingredient_error,wrong_operation_for_ingredient,24,cook banana in barbeque,banana,grill,fry
cookingworld:test:54100,R2,1,sup-t0776-arm_2-r01,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:53306,N2,2,sup-t0463-arm_3-r02,environment_done,6,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,6,eat red hot pepper,red hot pepper,,
cookingworld:test:54022,N2,2,sup-t0698-arm_3-r02,environment_done,17,0,operation_to_ingredient_error,wrong_operation_for_ingredient,17,cook yellow potato in barbeque,yellow potato,grill,roast
cookingworld:test:53448,N2,1,sup-t0181-arm_3-r01,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:52671,P,1,sup-t0313-arm_1-r01,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook yellow potato in barbeque,yellow potato,grill,fry
cookingworld:test:52410,N2,1,sup-t0007-arm_3-r01,environment_done,4,0,operation_to_ingredient_error,wrong_operation_for_ingredient,4,cook red apple in stove,red apple,fry,grill
cookingworld:test:53490,N2,1,sup-t0657-arm_3-r01,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook white onion in stove,white onion,fry,grill
cookingworld:test:53032,N2,1,sup-t0259-arm_3-r01,environment_done,5,0,operation_to_ingredient_error,wrong_operation_for_ingredient,5,cook red apple in stove,red apple,fry,grill
cookingworld:test:52000,N2,2,sup-t0093-arm_3-r02,environment_done,6,0,operation_to_ingredient_error,wrong_operation_for_ingredient,6,cook red potato in stove,red potato,fry,grill
cookingworld:test:52989,P,2,sup-t0113-arm_1-r02,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:54060,R2,1,sup-t0736-arm_2-r01,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:53595,R2,1,sup-t0669-arm_2-r01,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook red onion in stove,red onion,fry,grill
cookingworld:test:52917,N2,1,sup-t0231-arm_3-r01,environment_done,22,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,22,eat carrot,carrot,,
cookingworld:test:52854,N2,1,sup-t0024-arm_3-r01,environment_done,6,0,operation_to_ingredient_error,wrong_operation_for_ingredient,6,cook red onion in stove,red onion,fry,grill
cookingworld:test:54086,P,2,sup-t0762-arm_1-r02,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook chicken leg in barbeque,chicken leg,grill,roast
cookingworld:test:53592,N2,2,sup-t0211-arm_3-r02,environment_done,17,0,operation_to_ingredient_error,wrong_operation_for_ingredient,17,cook orange bell pepper in barbeque,orange bell pepper,grill,fry
cookingworld:test:52937,N2,1,sup-t0539-arm_3-r01,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:52915,N2,1,sup-t0041-arm_3-r01,environment_done,9,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,9,eat carrot,carrot,,
cookingworld:test:52802,N2,2,sup-t0242-arm_3-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:52581,P,2,sup-t0205-arm_1-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook red hot pepper in barbeque,red hot pepper,grill,fry
cookingworld:test:53079,R2,1,sup-t0489-arm_2-r01,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook red onion in oven,red onion,roast,grill
cookingworld:test:52549,N2,1,sup-t0342-arm_3-r01,environment_done,6,0,operation_to_ingredient_error,wrong_operation_for_ingredient,6,cook red potato in oven,red potato,roast,grill
cookingworld:test:53498,N2,1,sup-t0226-arm_3-r01,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook red onion in stove,red onion,fry,grill
cookingworld:test:52064,N2,1,sup-t0502-arm_3-r01,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook red onion in barbeque,red onion,grill,roast
cookingworld:test:52312,N2,2,sup-t0298-arm_3-r02,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:53132,P,1,sup-t0506-arm_1-r01,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook yellow potato in barbeque,yellow potato,grill,roast
cookingworld:test:52853,P,2,sup-t0158-arm_1-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook purple potato in stove,purple potato,fry,grill
cookingworld:test:53689,P,2,sup-t0358-arm_1-r02,max_steps,50,0,navigation_or_step_limit_failure,step_limit_without_irreversible_recipe_error,,,,,
cookingworld:test:53159,P,1,sup-t0438-arm_1-r01,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook white onion in stove,white onion,fry,dice
cookingworld:test:52728,N2,2,sup-t0484-arm_3-r02,environment_done,4,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,4,eat red apple,red apple,,
cookingworld:test:52380,P,2,sup-t0360-arm_1-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook orange bell pepper in oven,orange bell pepper,roast,grill
cookingworld:test:53240,N2,2,sup-t0051-arm_3-r02,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:54083,N2,2,sup-t0759-arm_3-r02,environment_done,13,1,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook orange bell pepper in oven,orange bell pepper,roast,grill
cookingworld:test:53501,N2,2,sup-t0651-arm_3-r02,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook red apple in barbeque,red apple,grill,roast
cookingworld:test:53165,N2,1,sup-t0464-arm_3-r01,environment_done,7,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,7,eat red onion,red onion,,
cookingworld:test:52276,P,1,sup-t0168-arm_1-r01,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook orange bell pepper in stove,orange bell pepper,fry,grill
cookingworld:test:52534,R2,1,sup-t0510-arm_2-r01,environment_done,6,0,operation_to_ingredient_error,wrong_operation_for_ingredient,6,cook yellow bell pepper in stove,yellow bell pepper,fry,grill
cookingworld:test:52238,N2,2,sup-t0503-arm_3-r02,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook carrot in stove,carrot,fry,grill
cookingworld:test:53468,N2,1,sup-t0055-arm_3-r01,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook red hot pepper in stove,red hot pepper,fry,grill
cookingworld:test:53544,N2,1,sup-t0252-arm_3-r01,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:52676,R2,1,sup-t0120-arm_2-r01,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook red onion in barbeque,red onion,grill,roast
cookingworld:test:53585,P,1,sup-t0139-arm_1-r01,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook red onion in oven,red onion,roast,grill
cookingworld:test:52640,R2,1,sup-t0307-arm_2-r01,environment_done,10,0,operation_to_ingredient_error,operation_allocated_to_wrong_ingredient_role,10,cook pork chop in oven,pork chop,roast,grill
cookingworld:test:52429,N2,2,sup-t0660-arm_3-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook banana in barbeque,banana,grill,fry
cookingworld:test:52338,R2,2,sup-t0504-arm_2-r02,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook purple potato in stove,purple potato,fry,grill
cookingworld:test:52217,P,2,sup-t0470-arm_1-r02,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook red apple in barbeque,red apple,grill,roast
cookingworld:test:53102,P,2,sup-t0058-arm_1-r02,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook purple potato in barbeque,purple potato,grill,roast
cookingworld:test:53792,N2,2,sup-t0204-arm_3-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:54095,R2,1,sup-t0771-arm_2-r01,environment_done,16,0,operation_to_ingredient_error,wrong_operation_for_ingredient,16,cook orange bell pepper in barbeque,orange bell pepper,grill,roast
cookingworld:test:53698,R2,1,sup-t0312-arm_2-r01,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook red hot pepper in barbeque,red hot pepper,grill,fry
cookingworld:test:54029,N2,1,sup-t0705-arm_3-r01,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook carrot in stove,carrot,fry,grill
cookingworld:test:52639,N2,2,sup-t0089-arm_3-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:53035,R2,1,sup-t0347-arm_2-r01,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook yellow bell pepper in oven,yellow bell pepper,roast,grill
cookingworld:test:52469,N2,2,sup-t0357-arm_3-r02,environment_done,14,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,14,eat orange bell pepper,orange bell pepper,,
cookingworld:test:53931,N2,2,sup-t0023-arm_3-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook banana in barbeque,banana,grill,fry
cookingworld:test:53667,N2,1,sup-t0661-arm_3-r01,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:53067,P,2,sup-t0346-arm_1-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook red potato in oven,red potato,roast,grill
cookingworld:test:52815,R2,2,sup-t0091-arm_2-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:52759,R2,2,sup-t0359-arm_2-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook carrot in oven,carrot,roast,grill
